
  construction Description: Metal/Masonry  ,  constructionCode: 2
  construction Description: metal steel  ,  constructionCode: 1
  construction Description: Metal & Pre Cast  ,  constructionCode: 1
  construction Description: Metal & EIFS  ,  constructionCode: 1
  construction Description: Metal / Masonry  ,  constructionCode: 1
  construction Description: Metal & Masonry  ,  constructionCode: 1
  construction Description: Metal Exterior  ,  constructionCode: 1
  construction Description: Metal Brick  ,  constructionCode: 1
  construction Description: Metal frame building  ,  constructionCode: 1
  construction Description: Metal/Cement  ,  constructionCode: 1
  construction Description: Metal frame Stucco  ,  constructionCode: 1
  construction Description: Non Combustible  ,  constructionCode: 3
  construction Description: Light Non Combustible  ,  constructionCode: 3
  construction Description: #2 Steel Frame Shed  ,  constructionCode: 3
  construction Description: #3 Steel & Frame  ,  constructionCode: 3
  construction Description: Masonry Non Combustible  ,  constructionCode: 3
  construction Description: Non combustible  ,  constructionCode: 3
  construction Description: Masonry   Non Combustible  ,  constructionCode: 3
  construction Description: Masonry/Non Combustible  ,  constructionCode: 3
  construction Description: Steel Frame/Masonry Exterior  ,  constructionCode: 3
  construction Description: Steel/Concrete  ,  constructionCode: 3
  construction Description: Masonry  Non Combustible  ,  constructionCode: 3
  construction Description: Non Combustible = 3  ,  constructionCode: 3
  construction Description: Masonry Non Combustible = 4  ,  constructionCode: 3
  construction Description: Non Combustible = 4  ,  constructionCode: 3
  construction Description: Masonry Non combustible  ,  constructionCode: 3
  construction Description: steel frame metal  ,  constructionCode: 3
  construction Description: steel concrete  ,  constructionCode: 3
  construction Description: combustible  ,  constructionCode: 3
  construction Description: Non combustible  Metal  ,  constructionCode: 3
  construction Description: Metal frame building  ,  constructionCode: 3
  construction Description: Steel frame siding  ,  constructionCode: 3
  construction Description: Steel  concrete  ,  constructionCode: 3
  construction Description: Steel frame  concrete tilt up  ,  constructionCode: 3
  construction Description: Steel Frame  ,  constructionCode: 3
  construction Description: Steel & concrete structure  ,  constructionCode: 3
  construction Description: Concrete  Steel rack couplers  ,  constructionCode: 3
  construction Description: Steel Concrete  ,  constructionCode: 3
  construction Description: ISO 4  Masonry Non Combustible  ,  constructionCode: 3
  construction Description: ISO 4 Masonry Non Combustible  ,  constructionCode: 3
  construction Description: Concrete  ,  constructionCode: 1
  construction Description: Concrete Panels & Steel  ,  constructionCode: 1
  construction Description: Concrete Block  ,  constructionCode: 1
  construction Description: Concrete Block & Steel  ,  constructionCode: 1
  construction Description: Precast Concrete & Steel  ,  constructionCode: 1
  construction Description: Concrete Tilt Wall  ,  constructionCode: 1
  construction Description: Concrete T ilt Wall  ,  constructionCode: 1
  construction Description: Concrete tilt up  ,  constructionCode: 1
  construction Description: Concrete Masonry  ,  constructionCode: 1
  construction Description: Concrete/Metal  ,  constructionCode: 1
  construction Description: Concrete tilt up & Steel  ,  constructionCode: 1
  construction Description: #3 Steel & Frame  ,  constructionCode: 1
  construction Description: concrete tilt Wall  ,  constructionCode: 1
  construction Description: Concrete tilt wall  ,  constructionCode: 1
  construction Description: Concrete Block / Steel  ,  constructionCode: 1
  construction Description: Concrete Tilt  ,  constructionCode: 1
  construction Description: Metal Frame  ,  constructionCode: 1
  construction Description: Concrete/Tilt Up  ,  constructionCode: 1
  construction Description: Concrete/Wood  ,  constructionCode: 1
  construction Description: Concrete/
Masonry  ,  constructionCode: 1
  construction Description: Concrete & Metal Shed  ,  constructionCode: 1
  construction Description: concrete  ,  constructionCode: 1
  construction Description: concrete brick  ,  constructionCode: 1
  construction Description: Concrete block  ,  constructionCode: 1
  construction Description: metal frame  ,  constructionCode: 1
  construction Description: concrete/brick  ,  constructionCode: 1
  construction Description: block steel slab  ,  constructionCode: 1
  construction Description: concrete block wood frame  ,  constructionCode: 1
  construction Description: concrete block brick  ,  constructionCode: 1
  construction Description: concrete block extrior wood frame  ,  constructionCode: 1
  construction Description: Concrete block wood frame  ,  constructionCode: 1
  construction Description: steel frame metal  ,  constructionCode: 1
  construction Description: Concrete block  cement floor  ,  constructionCode: 1
  construction Description: concrete stucco  ,  constructionCode: 1
  construction Description: Concrete wood  ,  constructionCode: 1
  construction Description: concrete block vinyl façade  ,  constructionCode: 1
  construction Description: stone wood frame  ,  constructionCode: 1
  construction Description: concrete sheetrock  ,  constructionCode: 1
  construction Description: wood & steel frame  ,  constructionCode: 1
  construction Description: Brick / steel frame  ,  constructionCode: 1
  construction Description: concrete/cinderblock  ,  constructionCode: 1
  construction Description: Steel concrete frame  ,  constructionCode: 1
  construction Description: Concrete Tilt up  ,  constructionCode: 1
  construction Description: concrete Tilt up  ,  constructionCode: 1
  construction Description: Concrete/Metal Panel Siding  ,  constructionCode: 1
  construction Description: Steel frame siding  ,  constructionCode: 1
  construction Description: concrete  steel  glass  ,  constructionCode: 1
  construction Description: Reinforce concrete  steel frame  brick veneer  ,  constructionCode: 1
  construction Description: Steel Frame  ,  constructionCode: 1
  construction Description: Reinforced Concrete Steel  ,  constructionCode: 1
  construction Description: concrete tilt up  ,  constructionCode: 1
  construction Description: concrete & steel  ,  constructionCode: 1
  construction Description: Concrete structure  ,  constructionCode: 1
  construction Description: Concrete frame structure  ,  constructionCode: 1
  construction Description: concrete/cement   ,  constructionCode: 1
  construction Description: brick  concrete  steel. glass  ,  constructionCode: 1
  construction Description: concrete  steel  ,  constructionCode: 1
  construction Description: brick  concrete  steel frame  glass  ,  constructionCode: 1
  construction Description: Concrete  steel rack  couplers  ,  constructionCode: 1
  construction Description: Concrete & Steel  ,  constructionCode: 1
  construction Description: Concrete  Steel rack couplers  ,  constructionCode: 1
  construction Description: Concrete
Stucco  ,  constructionCode: 1
  construction Description: Poured Concrete
Steel  ,  constructionCode: 1
  construction Description: Concrete Masonry walls
Wood & steel Frame Roof  ,  constructionCode: 1
  construction Description: Concrete Block
Brick  ,  constructionCode: 1
  construction Description: Concrete  / post tension cables  ,  constructionCode: 1
  construction Description: Concrete Foundation / Wood Frame  ,  constructionCode: 1
  construction Description: Concrete  Pre Fab  ,  constructionCode: 1
  construction Description: Frame  ,  constructionCode: 1
  construction Description: #1 Sheet & Frame  ,  constructionCode: 1
  construction Description: #3 Steel & Frame  ,  constructionCode: 1
  construction Description: Metal Frame  ,  constructionCode: 1
  construction Description: Concrete & Frame  ,  constructionCode: 1
  construction Description: Wood Frame/
Masonry  ,  constructionCode: 1
  construction Description: Tilt 1&2/
Wood Frame 3rd  ,  constructionCode: 1
  construction Description: wood frame brick ext  ,  constructionCode: 1
  construction Description: wood frame slab  ,  constructionCode: 1
  construction Description: wood frame brick  ,  constructionCode: 1
  construction Description: Wood Frame brick veneer  ,  constructionCode: 1
  construction Description: block wood frame  ,  constructionCode: 1
  construction Description: stucco wood frame  ,  constructionCode: 1
  construction Description: brick wood frame  ,  constructionCode: 1
  construction Description: Wood  ,  constructionCode: 1
  construction Description: Wood frame / sprinklers  ,  constructionCode: 1
  construction Description: Wood frame  concrete  ,  constructionCode: 1
  construction Description: wood frame & siding  ,  constructionCode: 1
  construction Description: wood frame & stucco  ,  constructionCode: 1
  construction Description: wood cement  ,  constructionCode: 1
  construction Description: stone wood frame  ,  constructionCode: 1
  construction Description: wood & steel frame  ,  constructionCode: 1
  construction Description: Wood frame joist  ,  constructionCode: 1
  construction Description: Wood frame brick ext  ,  constructionCode: 1
  construction Description: wood frame siding  ,  constructionCode: 1
  construction Description: Steel Frame  ,  constructionCode: 1
  construction Description: Concrete & Steel Frame  ,  constructionCode: 1
  construction Description: Wood Frame
EFIS Masonry  ,  constructionCode: 1
  construction Description: Structural Steel/Masonry  ,  constructionCode: 3
  construction Description: Concrete  ,  constructionCode: 1
  construction Description: Concrete Panels & Steel  ,  constructionCode: 1
  construction Description: Precast Concrete & Steel  ,  constructionCode: 1
  construction Description: Concrete Tilt Wall  ,  constructionCode: 1
  construction Description: Concrete T ilt Wall  ,  constructionCode: 1
  construction Description: Concrete tilt up  ,  constructionCode: 1
  construction Description: Concrete Masonry  ,  constructionCode: 1
  construction Description: Concrete tilt up & Steel  ,  constructionCode: 1
  construction Description: Concrete tilt wall  ,  constructionCode: 1
  construction Description: Concrete wall  Metal Roof  ,  constructionCode: 1
  construction Description: Concrete Block / Wood Frame  |Insulated Pole Barn  ,  constructionCode: 1
  construction Description: Concrete Tilt  ,  constructionCode: 1
  construction Description: Concrete & Frame  ,  constructionCode: 1
  construction Description: Steel/Concrete
Wood Stucco  ,  constructionCode: 1
  construction Description: Steel / Concrete / Brick / Timber  ,  constructionCode: 1
  construction Description: Wood Stucco  ,  constructionCode: 1
  construction Description: Concrete/Wood  ,  constructionCode: 1
  construction Description: Concrete & Metal Shed  ,  constructionCode: 1
  construction Description: concrete block steel frame  ,  constructionCode: 1
  construction Description: Brick concrete block  ,  constructionCode: 1
  construction Description: concrete block  ,  constructionCode: 1
  construction Description: concrete masonry block  ,  constructionCode: 1
  construction Description: concrete brick  ,  constructionCode: 1
  construction Description: block stucco  ,  constructionCode: 1
  construction Description: wood frame concrete block  ,  constructionCode: 1
  construction Description: Cinder Block  ,  constructionCode: 1
  construction Description: concrete slab / steel frame  ,  constructionCode: 1
  construction Description: concrete cinder block  ,  constructionCode: 1
  construction Description: wood concrete block  ,  constructionCode: 1
  construction Description: concrete block wood frame  ,  constructionCode: 1
  construction Description: concrete block brick  ,  constructionCode: 1
  construction Description: brick/stucco  ,  constructionCode: 1
  construction Description: concrete block / brick exterior flat roof  ,  constructionCode: 1
  construction Description: concrete block /stucco & vinyl ext.  ,  constructionCode: 1
  construction Description: concrete block / flat roof  ,  constructionCode: 1
  construction Description: flat roof concrete block exterior  ,  constructionCode: 1
  construction Description: concrete block exterior  ,  constructionCode: 1
  construction Description: concrete block extrior wood frame  ,  constructionCode: 1
  construction Description: concrete block   former auto care  ,  constructionCode: 1
  construction Description: concrete block  |online sq. ft. 2990  ,  constructionCode: 1
  construction Description: Concrete block wood frame  ,  constructionCode: 1
  construction Description: Concrete block  cement floor  ,  constructionCode: 1
  construction Description: wood frame concrete block brick exterior  ,  constructionCode: 1
  construction Description: concrete stucco  ,  constructionCode: 1
  construction Description: Concrete block flat roof. Former auto repair  ,  constructionCode: 1
  construction Description: concrete slab/brick  ,  constructionCode: 1
  construction Description: Concrete wood  ,  constructionCode: 1
  construction Description: concrete block vinyl façade  ,  constructionCode: 1
  construction Description: Ccinder block / flat roof  ,  constructionCode: 1
  construction Description: concrete sheetrock  ,  constructionCode: 1
  construction Description: wood frame  concrete block stucco ext.  ,  constructionCode: 1
  construction Description: concrete block  no basement  ,  constructionCode: 1
  construction Description: Concrete Block non sprinklered  ,  constructionCode: 1
  construction Description: Concrete block exterior flat roof  ,  constructionCode: 1
  construction Description: concrete/cinderblock  ,  constructionCode: 1
  construction Description: Concrete Tilt up  ,  constructionCode: 1
  construction Description: Cinder Block & Metal  ,  constructionCode: 1
  construction Description: concrete Tilt up  ,  constructionCode: 1
  construction Description: Exterior Concrete Block  ,  constructionCode: 1
  construction Description: concrete tilt up  ,  constructionCode: 1
  construction Description: Concrete structure  ,  constructionCode: 1
  construction Description: Concrete frame structure  ,  constructionCode: 1
  construction Description: Concrete block/ Glass  ,  constructionCode: 1
  construction Description: Concrete / Brick / Iron curtains  ,  constructionCode: 1
  construction Description: Concrete  steel rack  couplers  ,  constructionCode: 1
  construction Description: Concrete  steel rack  ,  constructionCode: 1
  construction Description: Concrete Steel  ,  constructionCode: 1
  construction Description: Concrete & Steel  ,  constructionCode: 1
  construction Description: Concrete  Steel rack couplers  ,  constructionCode: 1
  construction Description: Concrete & Steel Frame  ,  constructionCode: 1
  construction Description: Steel Concrete Block  ,  constructionCode: 1
  construction Description: Concrete  / post tension cables  ,  constructionCode: 1
  construction Description: Poured Concrete  Roof / Metal Trusses  ,  constructionCode: 1
  construction Description: Concrete Foundation / Wood Frame  ,  constructionCode: 1
  construction Description: Concrete  Pre Fab  ,  constructionCode: 1
  construction Description: Joisted Masonry  ,  constructionCode: 4
  construction Description: Concrete Masonry  ,  constructionCode: 4
  construction Description: Block Masonry Steel  ,  constructionCode: 4
  construction Description: Block  Masonry  Steel  ,  constructionCode: 4
  construction Description: Wood Frame/
Masonry  ,  constructionCode: 4
  construction Description: Masonry / Brick  ,  constructionCode: 4
  construction Description: Concrete/
Masonry  ,  constructionCode: 4
  construction Description: Joisted Masonry = 2  ,  constructionCode: 4
  construction Description: masonry brick  ,  constructionCode: 4
  construction Description: brick masonry  ,  constructionCode: 4
  construction Description: Maonry wood  ,  constructionCode: 4
  construction Description: masonry block  ,  constructionCode: 4
  construction Description: Masonry Tilt Wall  ,  constructionCode: 4
  construction Description: Masonry/Steel   ESFR  ,  constructionCode: 4
  construction Description: Metal / Masonry  ,  constructionCode: 4
  construction Description: Masonry & Metal  ,  constructionCode: 4
  construction Description: Metal & Masonry  ,  constructionCode: 4
  construction Description: Masonry structure
FR  ,  constructionCode: 4
  construction Description: Joisted
Masonry  ,  constructionCode: 4
  construction Description: Steel/
Masonry  ,  constructionCode: 4
  construction Description: Tilt up Concrete  ,  constructionCode: 1
  construction Description: brick concrete  ,  constructionCode: 1
  construction Description: Precast Concrete  ,  constructionCode: 1
  construction Description: Precaste Concrete  ,  constructionCode: 1
  construction Description: Preformed Concrete Set In Place  ,  constructionCode: 1
  construction Description: Exterior Concrete Block  ,  constructionCode: 1
  construction Description: brick  concrete  ,  constructionCode: 1
  construction Description: Reinforced concrete structured steel  ,  constructionCode: 1
  construction Description: reinforced concrete frame & superstructure  ,  constructionCode: 1
  construction Description: Armoned Concrete  ,  constructionCode: 1
  construction Description: Bricks concrete  ,  constructionCode: 1
  construction Description: Steel Concrete  ,  constructionCode: 1
  construction Description: Fire resistive  ,  constructionCode: 3
  construction Description: Fire Resistive  ,  constructionCode: 3
  construction Description: Modified Fire Resistive  ,  constructionCode: 3
  construction Description: Fire Resist. Steel  ,  constructionCode: 3
  construction Description: Brick / steel frame  ,  constructionCode: 3
  construction Description: Fire Resistive/  ,  constructionCode: 3
  construction Description: Concrete & Steel Frame  ,  constructionCode: 3
  construction Description: ISO 6   Fire resistive  |100%  ,  constructionCode: 3
  construction Description: ISO 6   Fire resistive  ,  constructionCode: 3
  construction Description: Precast Concrete & Steel  ,  constructionCode: 1
  construction Description: pre cast concrete wall / TPO roof  ,  constructionCode: 1
  construction Description: Tilt up Concrete  ,  constructionCode: 1
  construction Description: stucco/concrete  ,  constructionCode: 1
  construction Description: steel concrete  ,  constructionCode: 1
  construction Description: brick exterior concrete block  ,  constructionCode: 1
  construction Description: brick concrete  ,  constructionCode: 1
  construction Description: Preformed Concrete Set In Place  ,  constructionCode: 1
  construction Description: Exterior Concrete Block  ,  constructionCode: 1
  construction Description: brick  concrete  ,  constructionCode: 1
  construction Description: Reinforced concrete structured steel  ,  constructionCode: 1
  construction Description: reinforced concrete frame & superstructure  ,  constructionCode: 1
  construction Description: Armoned Concrete  ,  constructionCode: 1
  construction Description: Bricks concrete  ,  constructionCode: 1
  construction Description: CBS Concrete Reinforced Block & Stucco  ,  constructionCode: 1
  construction Description: Poured Concrete
Steel  ,  constructionCode: 1
  construction Description: Steel Concrete  ,  constructionCode: 1
  construction Description: fire resistive  ,  constructionCode: 6
  construction Description: Fire Resist. Steel  ,  constructionCode: 6
  construction Description: ISO 6   Fire resistive  |100%  ,  constructionCode: 6
  construction Description: ISO 6   Fire resistive  ,  constructionCode: 6
  construction Description: Steel Frame & Concrete  ,  constructionCode: 1
  construction Description: steel concrete  ,  constructionCode: 1
  construction Description: Exterior Concrete Block  ,  constructionCode: 1
  construction Description: Reinforced concrete structured steel  ,  constructionCode: 1
  construction Description: Steel  concrete  ,  constructionCode: 1
  construction Description: Reinforced Concrete Steel  ,  constructionCode: 1
  construction Description: Armoned Concrete  ,  constructionCode: 1
  construction Description: CBS Concrete Reinforced Block & Stucco  ,  constructionCode: 1
  construction Description: Steel Concrete  ,  constructionCode: 1
  construction Description: Fire resistive  ,  constructionCode: 3
  construction Description: #2 Steel Frame Shed  ,  constructionCode: 3
  construction Description: #3 Steel & Frame  ,  constructionCode: 3
  construction Description: Concrete & Frame  ,  constructionCode: 3
  construction Description: Modified Fire Resistive  ,  constructionCode: 3
  construction Description: concrete block steel frame  ,  constructionCode: 3
  construction Description: concrete slab / steel frame  ,  constructionCode: 3
  construction Description: fire resistive  ,  constructionCode: 3
  construction Description: wood & steel frame  ,  constructionCode: 3
  construction Description: Brick / steel frame  ,  constructionCode: 3
  construction Description: Fire Resistive/  ,  constructionCode: 3
  construction Description: Steel Frame  ,  constructionCode: 3
  construction Description: Concrete  steel rack  ,  constructionCode: 3
  construction Description: Concrete Steel  ,  constructionCode: 3
  construction Description: Concrete & Steel Frame  ,  constructionCode: 3
  construction Description: ISO 6   Fire resistive  |100%  ,  constructionCode: 3
  construction Description: ISO 6   Fire resistive  ,  constructionCode: 3
  construction Description: Metal/Masonry  ,  constructionCode: 3
  construction Description: Brick/Metal  ,  constructionCode: 3
  construction Description: Metal & Steel  ,  constructionCode: 3
  construction Description: Metal & Wood  ,  constructionCode: 3
  construction Description: #2 Metal Clad  ,  constructionCode: 3
  construction Description: Metal Frame  ,  constructionCode: 3
  construction Description: Concrete & Metal Shed  ,  constructionCode: 3
  construction Description: metal  ,  constructionCode: 3
  construction Description: brick metal  ,  constructionCode: 3
  construction Description: steel frame metal  ,  constructionCode: 3
  construction Description: Non Comb/Metal  ,  constructionCode: 3
  construction Description: Metal & EIFS  ,  constructionCode: 3
  construction Description: Masonry & Metal  ,  constructionCode: 3
  construction Description: Cinder Block & Metal  ,  constructionCode: 3
  construction Description: Metal Brick  ,  constructionCode: 3
  construction Description: Metal/Cement  ,  constructionCode: 3
  construction Description: #2 Steel Frame Shed  ,  constructionCode: 3
  construction Description: #3 Steel & Frame  ,  constructionCode: 3
  construction Description: Metal Frame  ,  constructionCode: 3
  construction Description: Concrete & Frame  ,  constructionCode: 3
  construction Description: Fire Resistive  ,  constructionCode: 3
  construction Description: concrete block steel frame  ,  constructionCode: 3
  construction Description: concrete slab / steel frame  ,  constructionCode: 3
  construction Description: Fire Resist. Steel  ,  constructionCode: 3
  construction Description: wood & steel frame  ,  constructionCode: 3
  construction Description: Brick / steel frame  ,  constructionCode: 3
  construction Description: concrete  steel  glass  ,  constructionCode: 3
  construction Description: Fire Resistive/  ,  constructionCode: 3
  construction Description: Steel Frame  ,  constructionCode: 3
  construction Description: concrete  steel  ,  constructionCode: 3
  construction Description: brick  concrete  steel frame  glass  ,  constructionCode: 3
  construction Description: Concrete  steel rack  couplers  ,  constructionCode: 3
  construction Description: Concrete  steel rack  ,  constructionCode: 3
  construction Description: Concrete Steel  ,  constructionCode: 3
  construction Description: Concrete & Steel Frame  ,  constructionCode: 3
  construction Description: Precast Concrete & Steel  ,  constructionCode: 1
  construction Description: pre cast concrete wall / TPO roof  ,  constructionCode: 1
  construction Description: Concrete Masonry  ,  constructionCode: 1
  construction Description: Concrete wall  Metal Roof  ,  constructionCode: 1
  construction Description: Concrete/
Masonry  ,  constructionCode: 1
  construction Description: concrete masonry block  ,  constructionCode: 1
  construction Description: concrete slab masonry exterior  ,  constructionCode: 1
  construction Description: brick concrete masonry  ,  constructionCode: 1
  construction Description: metal roof sides concrete slab flooring  ,  constructionCode: 1
  construction Description: Concrete block  cement floor  ,  constructionCode: 1
  construction Description: Concrete block exterior flat roof  ,  constructionCode: 1
  construction Description: leased property  |concrete slab only 4.5 acres  ,  constructionCode: 1
  construction Description: Precast Concrete  ,  constructionCode: 1
  construction Description: Precaste Concrete  ,  constructionCode: 1
  construction Description: Concrete masonry wall  ,  constructionCode: 1
  construction Description: Concrete Masonry walls
Wood & steel Frame Roof  ,  constructionCode: 1
  construction Description: Concrete  / post tension cables  ,  constructionCode: 1
  construction Description: Poured Concrete  Roof / Metal Trusses  ,  constructionCode: 1
  construction Description: FR  ,  constructionCode: 1
  construction Description: MFR  ,  constructionCode: 1
  construction Description: Concrete Tilt Wall  ,  constructionCode: 4
  construction Description: Concrete T ilt Wall  ,  constructionCode: 4
  construction Description: concrete tilt Wall  ,  constructionCode: 4
  construction Description: Concrete tilt wall  ,  constructionCode: 4
  construction Description: Tilt Up  ,  constructionCode: 4
  construction Description: Tilt Wall & Steel Bldg  ,  constructionCode: 4
  construction Description: Masonry Tilt Wall  ,  constructionCode: 4
  construction Description: Masonry Tilt Wall   ESFR  ,  constructionCode: 4
  construction Description: Tilt up Panels  ,  constructionCode: 4
  construction Description: Metal/Cement Wall  ,  constructionCode: 4
  construction Description: Cement Wall  ,  constructionCode: 4
  construction Description: Precast Concrete & Steel  ,  constructionCode: 1
  construction Description: Steel Concrete Exterior wall / Slate Glass  ,  constructionCode: 1
  construction Description: Steel/Concrete
Wood Stucco  ,  constructionCode: 1
  construction Description: Steel/Concrete  ,  constructionCode: 1
  construction Description: Steel / Concrete / Brick / Timber  ,  constructionCode: 1
  construction Description: steel concrete  ,  constructionCode: 1
  construction Description: Steel concrete frame  ,  constructionCode: 1
  construction Description: Steel  concrete  ,  constructionCode: 1
  construction Description: Concrete block/ Glass  ,  constructionCode: 1
  construction Description: Steel Concrete Block  ,  constructionCode: 1
  construction Description: Steel Concrete  ,  constructionCode: 1
  construction Description: contrete slab | steel frame / granite & glass curtain wall  ,  constructionCode: 3
  construction Description: steel pre engineered steel frame / concrete filled metal deck superstructure  ,  constructionCode: 3
  construction Description: contrete slab | steel frame / granite & glass curtain wall  ,  constructionCode: 1
  construction Description: Reinforce concrete  steel frame  brick veneer  ,  constructionCode: 1
  construction Description: reinforced concrete frame & superstructure  ,  constructionCode: 1
  construction Description: Reinforced concrete frame
supporting  frame roof  ,  constructionCode: 1
  construction Description: Standard reinforced tilt concrete panels / steel structrual frame  ,  constructionCode: 3
  construction Description: Steel frame  concrete tilt up  ,  constructionCode: 3
  construction Description: contrete slab | steel frame / granite & glass curtain wall  ,  constructionCode: 1
  construction Description: Steel frame  concrete tilt up  ,  constructionCode: 1
  construction Description: Steel frame  precast concrete exterior wall  ,  constructionCode: 1
  construction Description: Steel frame  precast concrete exterior wall  ,  constructionCode: 1
  construction Description: Standard reinforced tilt concrete panels / steel structrual frame  ,  constructionCode: 1
  construction Description: pre cast concrete wall / TPO roof  ,  constructionCode: 1
  construction Description: Concrete tilt wall / decorative iron inserts  ,  constructionCode: 1
  construction Description: concrete block steel frame  ,  constructionCode: 1
  construction Description: concrete slab / steel frame  ,  constructionCode: 1
  construction Description: contrete slab | steel frame / granite & glass curtain wall  ,  constructionCode: 1
  construction Description: concrete  foots & wall | steel frame / concrete floors over steel decks  ,  constructionCode: 1
  construction Description: Reinforced concrete structured steel  ,  constructionCode: 1
  construction Description: Reinforced Concrete Steel  ,  constructionCode: 1
  construction Description: reinforced concrete frame & superstructure  ,  constructionCode: 1
  construction Description: brick  concrete  steel. glass  ,  constructionCode: 1
  construction Description: brick  concrete  steel frame  glass  ,  constructionCode: 1
  construction Description: Concrete  steel rack  couplers  ,  constructionCode: 1
  construction Description: Concrete  steel rack  ,  constructionCode: 1
  construction Description: Concrete  Steel rack couplers  ,  constructionCode: 1
  construction Description: Concrete Masonry walls
Wood & steel Frame Roof  ,  constructionCode: 1
  construction Description: Reinforced concrete frame
supporting  frame roof  ,  constructionCode: 1
  construction Description: Concrete Panels & Steel  ,  constructionCode: 2
  construction Description: Concrete Block  ,  constructionCode: 2
  construction Description: Concrete Block & Steel  ,  constructionCode: 2
  construction Description: Concrete tilt up & Steel  ,  constructionCode: 2
  construction Description: Concrete Block / Wood Frame  |Insulated Pole Barn  ,  constructionCode: 2
  construction Description: Concrete & Frame  ,  constructionCode: 2
  construction Description: concrete block steel frame  ,  constructionCode: 2
  construction Description: concrete slab / steel frame  ,  constructionCode: 2
  construction Description: concrete block wood frame  ,  constructionCode: 2
  construction Description: concrete block /stucco & vinyl ext.  ,  constructionCode: 2
  construction Description: concrete block / flat roof  ,  constructionCode: 2
  construction Description: concrete block exterior  ,  constructionCode: 2
  construction Description: concrete block extrior wood frame  ,  constructionCode: 2
  construction Description: concrete block   former auto care  ,  constructionCode: 2
  construction Description: Concrete block wood frame  ,  constructionCode: 2
  construction Description: Concrete block  cement floor  ,  constructionCode: 2
  construction Description: Concrete block flat roof. Former auto repair  ,  constructionCode: 2
  construction Description: concrete block vinyl façade  ,  constructionCode: 2
  construction Description: concrete block  partial flat roof /some slope mansard  ,  constructionCode: 2
  construction Description: Brick / steel frame  ,  constructionCode: 2
  construction Description: concrete block  no basement  ,  constructionCode: 2
  construction Description: concrete block brick exterior former gas station  ,  constructionCode: 2
  construction Description: Concrete Block non sprinklered  ,  constructionCode: 2
  construction Description: concrete block wood frame former gas station  ,  constructionCode: 2
  construction Description: Concrete block exterior flat roof  ,  constructionCode: 2
  construction Description: contrete slab | steel frame / granite & glass curtain wall  ,  constructionCode: 2
  construction Description: Reinforce concrete  steel frame  brick veneer  ,  constructionCode: 2
  construction Description: brick  concrete  steel frame  glass  ,  constructionCode: 2
  construction Description: Concrete block/ Glass  ,  constructionCode: 2
  construction Description: Concrete  steel rack  couplers  ,  constructionCode: 2
  construction Description: Concrete  steel rack  ,  constructionCode: 2
  construction Description: Concrete Steel  ,  constructionCode: 2
  construction Description: Concrete & Steel  ,  constructionCode: 2
  construction Description: Concrete  Steel rack couplers  ,  constructionCode: 2
  construction Description: Concrete & Steel Frame  ,  constructionCode: 2
  construction Description: Concrete Masonry walls
Wood & steel Frame Roof  ,  constructionCode: 2
  construction Description: Concrete Foundation / Wood Frame  ,  constructionCode: 2
  construction Description: Non Combustible  ,  constructionCode: 3
  construction Description: Light Non Combustible  ,  constructionCode: 3
  construction Description: Concrete Block  ,  constructionCode: 3
  construction Description: Concrete Tilt Wall  ,  constructionCode: 3
  construction Description: Concrete T ilt Wall  ,  constructionCode: 3
  construction Description: Concrete tilt up  ,  constructionCode: 3
  construction Description: concrete tilt Wall  ,  constructionCode: 3
  construction Description: Concrete tilt wall / decorative iron inserts  ,  constructionCode: 3
  construction Description: Concrete tilt wall  ,  constructionCode: 3
  construction Description: Masonry Non Combustible  ,  constructionCode: 3
  construction Description: Concrete Tilt  ,  constructionCode: 3
  construction Description: Concrete & Frame  ,  constructionCode: 3
  construction Description: Non combustible  ,  constructionCode: 3
  construction Description: Masonry   Non Combustible  ,  constructionCode: 3
  construction Description: Masonry/Non Combustible  ,  constructionCode: 3
  construction Description: Concrete/Tilt Up  ,  constructionCode: 3
  construction Description: Concrete & Metal Shed  ,  constructionCode: 3
  construction Description: Masonry  Non Combustible  ,  constructionCode: 3
  construction Description: Non Combustible = 3  ,  constructionCode: 3
  construction Description: Masonry Non Combustible = 4  ,  constructionCode: 3
  construction Description: Non Combustible = 4  ,  constructionCode: 3
  construction Description: Masonry Non combustible  ,  constructionCode: 3
  construction Description: concrete masonry block  ,  constructionCode: 3
  construction Description: concrete slab / steel frame  ,  constructionCode: 3
  construction Description: Concrete Block non sprinklered  ,  constructionCode: 3
  construction Description: Concrete Tilt Wall   ESFR   /Mezzanine  ,  constructionCode: 3
  construction Description: Masonry Tilt Wall  ,  constructionCode: 3
  construction Description: Concrete Tilt up  ,  constructionCode: 3
  construction Description: Non combustible  Metal  ,  constructionCode: 3
  construction Description: concrete Tilt up  ,  constructionCode: 3
  construction Description: concrete tilt up  ,  constructionCode: 3
  construction Description: Concrete / Brick / Iron curtains  ,  constructionCode: 3
  construction Description: Concrete  steel rack  couplers  ,  constructionCode: 3
  construction Description: Concrete  Steel rack couplers  ,  constructionCode: 3
  construction Description: Concrete & Steel Frame  ,  constructionCode: 3
  construction Description: Concrete  / post tension cables  ,  constructionCode: 3
  construction Description: ISO 4  Masonry Non Combustible  ,  constructionCode: 3
  construction Description: ISO 4 Masonry Non Combustible  ,  constructionCode: 3
